kepid,is_planet,orbital_period,transit_depth,radius_ratio,stellar_radius,stellar_mass,signal_to_noise,duration_hours,mission,pl_name
12405950,0.0,3.539631353,0.0012297,0.137045,,,163.5,1.5372,kepler,
5206233,0.0,6.195861785,0.0035098,2.43178,,,83.5,2.6078,kepler,
6775985,0.0,27.961084,0.0062682,0.144652,,,106.0,3.8741,kepler,
3324644,0.0,2.882424694,0.067298,0.453949,,,416.2,25.91,kepler,
4666008,0.0,2.248063246,0.0006317,0.250172,,,87.9,5.1297,kepler,
8430105,0.0,63.3278636,0.011515,0.095439,,,619.6,47.0744,kepler,
11560037,0.0,1.466535757,0.0013464,0.038383,,,86.1,0.8222,kepler,
11911561,,8.870415578,0.0008731,0.238656,,,43.8,1.2864,kepler,
3440118,1.0,19.57783279,0.0004326,0.020303,,,37.2,1.9857,kepler,Kepler-1928 b
9159265,0.0,3.04476607,0.0002726,0.175754,,,67.0,9.568,kepler,
4472818,1.0,70.9672087,0.0007847,0.026365,,,69.3,6.9623,kepler,Kepler-1524 b
5385697,0.0,12.4260002,0.0004686,0.026842,,,47.8,30.1966,kepler,
8823833,0.0,1.50650136,6.69e-05,0.007725,,,41.9,3.1126,kepler,
5475494,0.0,0.73619448,0.0002473,0.015429,,,27.2,1.1148,kepler,
9412445,0.0,10.18670759,0.0002612,0.015613,,,35.5,7.498,kepler,
6057684,0.0,0.54028956,0.0002935,0.197793,,,58.4,3.619,kepler,
11568224,0.0,0.882131829,0.0036209000000000002,0.081695,,,70.6,6.8106,kepler,
7938883,0.0,0.489682339,0.431674,0.647409,,,628.2,1.7495,kepler,
5900390,0.0,0.624677585,3.73e-05,0.005852,,,31.0,2.411,kepler,
5444334,0.0,0.759763198,0.0002025,0.013444,,,30.8,3.083,kepler,
8686373,1.0,126.55719,0.00036639999999999996,0.022691,,,24.8,8.079,kepler,Kepler-1936 b
5530112,1.0,9.6887216,0.0006555,0.023646,,,18.1,2.0,kepler,Kepler-1937 b
6226908,1.0,19.597317,0.0010141,0.033991,,,23.7,4.508,kepler,Kepler-1546 b
5906694,1.0,13.06243545,0.0004643,0.019052,,,21.4,3.244,kepler,Kepler-1938 b
10186945,0.0,0.793663156,0.0001862,0.012638,,,23.7,0.8244,kepler,
9664142,1.0,13.5631157,0.0003364,0.017929,,,15.4,5.438,kepler,Kepler-1305 b
10018233,1.0,16.2959916,0.00036960000000000004,0.0174,,,15.7,2.116,kepler,Kepler-1306 b
8636539,,6.77367892,0.00015069999999999998,0.011355,,,15.1,3.579,kepler,
9283156,,5.22402436,4.8100000000000004e-05,0.006272,,,15.1,2.608,kepler,
8547429,1.0,11.6601667,0.000181,0.017606,,,20.4,5.882,kepler,Kepler-1866 b
8803882,0.0,89.465468,6.790000000000001e-05,0.009567,,,5.7,9.88,kepler,
9893318,1.0,18.0161227,0.0004995,0.020538,,,16.7,4.016,kepler,Kepler-1307 b
4072333,0.0,2.007750531,0.000352,0.017357,,,21.8,2.0715,kepler,
9886361,1.0,7.03146295,8.54e-05,0.008449,,,33.8,5.922,kepler,Kepler-403 b
9886361,1.0,13.61165024,9.55e-05,0.008943,,,31.6,7.617,kepler,Kepler-403 d
9886361,1.0,54.2811949,0.00014780000000000001,0.012667,,,20.0,5.517,kepler,Kepler-403 c
9886361,,24.5607107,5.52e-05,0.006883,,,14.9,8.679,kepler,
5953297,1.0,5.62006198,0.00019009999999999999,0.017766,,,17.4,2.751,kepler,Kepler-1688 b
7659389,1.0,3.8259005,0.0008572,0.03572,,,20.3,1.8057,kepler,Kepler-1872 b
3241604,0.0,1.70336496,0.0003167,0.016745,,,19.8,1.7045,kepler,
9591070,0.0,0.764174368,0.0001002,0.009622,,,34.5,2.346,kepler,
8227661,0.0,1.85373924,0.0003486,0.01786,,,18.0,1.816,kepler,
7428736,1.0,7.06321927,0.0002072,0.01355,,,12.6,2.411,kepler,Kepler-1358 b
6436029,1.0,59.4969009,0.0012621,0.032075,,,23.2,5.404,kepler,Kepler-1359 b
6436029,,505.462916,0.001724,0.038043,,,17.6,10.127,kepler,
6197215,1.0,10.61345333,0.0001502,0.011648,,,20.0,0.9829,kepler,Kepler-1879 b
7461307,0.0,0.77359329,8.06e-05,0.008311,,,21.7,1.7603,kepler,
4483138,1.0,15.3626052,0.0004683,0.019326,,,19.7,3.736,kepler,Kepler-1384 b
5471202,0.0,12.4258343,0.0004494,0.025397,,,72.0,28.1171,kepler,
9640439,0.0,0.873227249,0.00022180000000000002,0.013885,,,21.9,0.7948,kepler,
9693006,1.0,2.88878583,4.09e-05,0.005802,,,17.2,2.977,kepler,Kepler-1385 b
6837283,,21.1181653,0.0001127,0.01031,,,26.3,9.734,kepler,
5613821,,5.06092282,7.159999999999999e-05,0.009874,,,15.7,2.586,kepler,
10905239,1.0,6.02977241,5.46e-05,0.006767,,,11.5,3.961,kepler,Kepler-101 c
6289257,1.0,19.67409703,0.0002049,0.01578,,,39.0,3.7535,kepler,Kepler-520 b
9070666,1.0,2.99792926,4.54e-05,0.006238,,,16.0,4.398,kepler,Kepler-1408 b
12405333,1.0,0.764863517,0.0001502,0.011108,,,13.6,1.16,kepler,Kepler-1409 b
3642335,1.0,60.8660974,0.0007143,0.024307,,,15.4,4.397,kepler,Kepler-1410 b
3328052,0.0,2.11547854,0.0002229,0.014846,,,21.6,3.665,kepler,
7109851,0.0,1.086486129,6.6e-05,0.007758,,,20.2,0.8383,kepler,
7603200,1.0,10.31282204,0.00013759999999999998,0.010729,,,22.0,2.0138,kepler,Kepler-138 b
7582689,1.0,8.70312154,3.2e-05,0.006066,,,13.0,4.807,kepler,Kepler-431 c
9959589,0.0,1.332557603,0.0002253,0.188288,,,28.1,6.043,kepler,
5124254,0.0,14.0498182,0.000472,0.020326,,,14.5,2.907,kepler,
7107561,0.0,0.812587678,6.29e-05,0.007516,,,21.7,1.1144,kepler,
11508644,1.0,14.2563272,0.0002061,0.015463,,,14.3,4.796,kepler,Kepler-1426 b
11518201,,1.236866732,0.0001872,0.018187,,,14.2,1.242,kepler,
8753657,1.0,2.426304127,0.0001854,0.013272,,,97.0,2.6624,kepler,Kepler-406 b
10338279,0.0,5.660274452,0.00041410000000000004,0.119898,,,26.4,0.9077,kepler,
2573108,0.0,5.09506,2.36e-05,0.004733,,,7.6,5.73,kepler,
10191036,0.0,1.21374652,2.8899999999999998e-05,0.005118,,,17.4,3.371,kepler,
7985733,0.0,0.544561598,3.52e-05,0.005106,,,31.1,1.6053,kepler,
11189311,1.0,81.4160138,0.0007622999999999999,0.030244,,,54.3,14.175,kepler,Kepler-1442 b
6956136,0.0,53.912783631,0.00021669999999999998,0.019261,,,56.4,44.0504,kepler,
8331612,1.0,13.8353959,0.000818,0.03272,,,10.3,4.961,kepler,Kepler-1915 b
8331612,,25.6970688,0.000835,0.033204,,,6.4,3.739,kepler,
5965819,1.0,19.5906103,0.000297,0.016179,,,24.9,6.745,kepler,Kepler-1468 d
5965819,1.0,8.23983041,0.000251,0.014368,,,29.4,5.619,kepler,Kepler-1468 b
5965819,1.0,3.54553077,0.0001192,0.009926,,,18.1,4.143,kepler,Kepler-1468 c
6690171,0.0,85.0624157,0.041901,0.222476,,,495.3,4.6964,kepler,
6859801,0.0,10.882416555,0.0166295,0.380234,,,265.2,5.4674,kepler,
10470206,0.0,46.56675437,0.0008011,0.029707,,,111.3,7.831,kepler,
3757778,0.0,36.514374043,0.11162,0.304683,,,1701.1,6.48255,kepler,
11754430,1.0,39.818832,0.0001991,0.013418,,,29.4,10.757,kepler,Kepler-1488 b
11754430,1.0,6.15828666,5.77e-05,0.007218,,,16.4,6.329,kepler,Kepler-1488 c
8409295,1.0,82.292865,0.0003711,0.017445,,,13.0,7.048,kepler,Kepler-1489 b
8211605,0.0,20.9794338,0.0023881999999999996,0.340387,,,32.2,3.762,kepler,
7131760,1.0,92.436978,0.0009552,0.035765,,,17.8,6.432,kepler,Kepler-1490 b
8882847,0.0,42.2011587,0.0001781,0.23628,,,15.9,8.479,kepler,
12164634,0.0,89.3313828,0.0021776,0.050079,,,169.5,11.919,kepler,
5193077,0.0,22.2941485,0.0001009,0.009837,,,13.6,3.188,kepler,
8880123,1.0,46.7162336,0.0003455,0.016994,,,15.4,7.259,kepler,Kepler-1925 b
8231667,1.0,42.8774169,0.0010688,0.029346,,,14.8,1.991,kepler,Kepler-1926 b
9474756,,17.6062701,0.00014619999999999998,0.013592,,,10.4,6.134,kepler,
9474756,,6.685438,8.92e-05,0.00991,,,9.7,5.09,kepler,
3348093,0.0,7.964400574,0.190903,0.788182,,,879.2,4.4761,kepler,
8248939,0.0,1.63345402,0.000359,0.208715,,,7.4,3.817,kepler,
11395587,,12.99065074,0.0003923,0.018005,,,42.5,2.3748,kepler,
6182846,0.0,6.399101307,0.083326,0.479811,,,154.4,4.7439,kepler,
9851126,0.0,8.480303653,0.0814279,0.258948,,,301.4,7.48907,kepler,
3442054,0.0,117.6813778,0.045362,0.20011,,,2426.9,12.7591,kepler,
4079530,0.0,17.72722648,0.147144,0.359916,,,922.1,4.1376,kepler,
8494410,1.0,7.2593226,0.0002475,0.014557,,,40.1,6.1394,kepler,Kepler-1516 b
11554435,1.0,9.43414171,0.003977,0.059248,,,40.2,2.8112,kepler,Kepler-63 b
11566064,,152.1060435,0.0036883000000000003,0.064635,,,116.3,7.4517,kepler,
9719636,0.0,3.351573993,0.054546,0.21411,,,192.4,2.8758,kepler,
2452440,0.0,8.097050622,0.06562,0.245958,,,404.9,5.6736,kepler,
5020034,0.0,2.119107262,0.124646,0.496971,,,347.3,7.5384,kepler,
7017372,,5.24088367,0.008531200000000001,0.089386,,,385.7,3.3656,kepler,
11357192,0.0,186.5168116,0.0057523999999999995,0.114852,,,126.9,3.1968,kepler,
9533489,,197.1455327,0.005664,0.341513,,,56.8,2.1145,kepler,
7051180,,1.951082219,0.0011518,0.039073,,,30.1,1.6975,kepler,
12404954,1.0,3.247548814,0.0002097,0.013203,,,51.6,2.5146,kepler,Kepler-537 b
5688997,0.0,23.8706941,0.0063863,0.389546,,,114.8,3.4812,kepler,
4073730,0.0,6.2820426,0.001413,0.057292,,,103.3,7.941,kepler,
4472818,,15.3573445,0.0001171,0.013216,,,9.6,1.634,kepler,
5560830,0.0,0.867719291,0.0026518,0.327751,,,157.1,6.323,kepler,
4147444,0.0,1.803697292,6.97e-05,0.007829,,,25.8,1.5922,kepler,
10620329,0.0,0.436282594,0.0005364,0.290761,,,218.3,1.3988,kepler,
8494142,1.0,22.95062278,0.0001298,0.011297,,,32.9,4.4814,kepler,Kepler-145 b
9592850,0.0,1.219324537,0.379055,0.618896,,,241.0,4.7501,kepler,
4579313,0.0,2.112405306,0.000489,0.230297,,,42.2,2.5845,kepler,
9280239,1.0,364.751562,0.0014815,0.041985,,,25.5,13.057,kepler,Kepler-1536 b
4544571,0.0,2.189098506,0.0025337,0.316577,,,194.9,5.1498,kepler,
3245661,0.0,0.7088055,0.017575,0.414325,,,195.6,3.6789,kepler,
8669092,0.0,1.000840564,0.0027144,0.231327,,,73.2,1.3292,kepler,
2446113,,23.1375919,0.000114,0.009941,,,12.9,3.35,kepler,
10090219,0.0,2.28612573,0.0003016,0.20482,,,45.3,12.408,kepler,
9899217,0.0,1.33254971,0.0001583,0.012447,,,35.3,4.69,kepler,
2708286,0.0,1.89131005,0.0001556,0.052345,,,18.7,5.687,kepler,
6755944,1.0,0.692978457,6.1e-05,0.008898,,,20.9,1.1366,kepler,Kepler-1547 b
3544595,1.0,4.72674037,0.0002731,0.015943,,,287.8,2.9267,kepler,Kepler-93 b
3847708,0.0,3.741231778,0.000419,0.018463,,,66.6,2.469,kepler,
10419797,0.0,87.140633,,,,,,18.11,kepler,
7777471,0.0,0.885131111,9.32e-05,0.009475,,,23.4,3.377,kepler,
9455677,1.0,124.827797,0.0006475,0.022786,,,17.1,6.479,kepler,Kepler-1548 b
3426367,1.0,2.10433534,0.0002421,0.016787,,,20.7,1.1168,kepler,Kepler-1308 b
7762723,1.0,9.88736642,6.8e-05,0.007617,,,14.6,4.23,kepler,Kepler-1867 b
5562090,1.0,28.8431751,0.0007567,0.031071,,,15.0,3.171,kepler,Kepler-1309 b
9025922,0.0,11.32029599,0.0043035,0.073488,,,85.0,4.5866,kepler,
4143755,1.0,19.55662003,0.0002989,0.01649,,,111.0,8.087,kepler,Kepler-510 b
12110786,0.0,1.112207126,5.47e-05,0.0069,,,13.0,1.35,kepler,
5342061,,64.034363,0.0007587999999999999,0.040604,,,16.9,9.174,kepler,
9472074,1.0,0.558841234,0.0002809,0.015407,,,26.3,0.7918,kepler,Kepler-1873 b
10842192,1.0,9.33648141,0.0008853999999999999,0.033763,,,23.1,2.5449,kepler,Kepler-1329 b
8845026,0.0,66.46746217,0.0126437,0.102171,,,1049.3,19.6638,kepler,
6196457,1.0,13.74883059,0.0004259,0.019908,,,167.6,6.0968,kepler,Kepler-92 b
6614629,0.0,0.526615152,6.4e-05,0.007299,,,40.9,1.0582,kepler,
6630943,0.0,0.690405794,0.0001784,0.012128,,,43.0,1.7407,kepler,
4831728,1.0,10.10773789,0.00029489999999999996,0.015476,,,25.3,3.828,kepler,Kepler-1330 b
9244508,1.0,40.5289885,0.0003607,0.017565,,,35.3,10.604,kepler,Kepler-1360 b
9692557,0.0,0.571940563,5.43e-05,0.007523,,,22.8,0.9031,kepler,
3742855,0.0,6.397185875,0.018887,0.137546,,,394.7,5.8638,kepler,
10933561,1.0,8.12999858,0.000148,0.013332,,,26.1,2.1492,kepler,Kepler-133 b
9995402,1.0,3.57551429,9.279999999999999e-05,0.008876,,,16.6,2.364,kepler,Kepler-1361 b
9109857,,1.791877025,4.61e-05,0.006353,,,12.5,1.166,kepler,
5609593,1.0,136.205112,0.0012093,0.031899,,,20.0,5.568,kepler,Kepler-1362 b
7269881,0.0,0.306937807,0.0001192,0.010129,,,29.3,0.5925,kepler,
10905239,1.0,3.487688776,0.0012988,0.032422,,,350.6,3.83661,kepler,Kepler-101 b
2692377,1.0,1.541676547,0.0002965,0.015785,,,94.1,1.9118,kepler,Kepler-98 b
3228945,0.0,0.730943372,0.0001347,0.011722,,,27.0,3.004,kepler,
7008149,0.0,0.515552803,0.0012240999999999999,0.175099,,,79.6,1.7869,kepler,
10332213,1.0,2.522590567,0.0002102,0.274887,,,18.5,1.406,kepler,Kepler-1885 b
7090524,1.0,6.73968289,0.000142,0.011491,,,15.4,4.183,kepler,Kepler-1386 b
11565544,,3.76562031,0.0002326,0.208191,,,14.6,1.288,kepler,
7347246,1.0,86.1160885,0.0008752,0.027076,,,17.8,6.058,kepler,Kepler-1411 b
11403530,1.0,3.61460332,4.3899999999999996e-05,0.006019,,,15.4,3.227,kepler,Kepler-1412 b
10617638,0.0,0.710894157,0.0001226,0.010152,,,18.9,1.0183,kepler,
12072872,,2.46288834,4.74e-05,0.006346,,,11.9,1.724,kepler,
6289257,1.0,5.21104597,0.0001027,0.010461,,,36.9,3.3447,kepler,Kepler-520 c
7906671,0.0,45.1178526,0.0003892,0.02453,,,17.3,3.737,kepler,
12168993,,4.21223579,0.00011640000000000001,0.013564,,,12.8,7.898,kepler,
8895758,1.0,0.968980781,0.0001185,0.009916,,,12.8,1.517,kepler,Kepler-1427 b
10031500,0.0,8.589562,0.0002454,0.154567,,,14.0,9.885,kepler,
3756264,1.0,7.36272124,0.0004293,0.019093,,,17.8,1.3287,kepler,Kepler-1906 b
7700622,1.0,35.58349688,0.0009376,0.027158,,,90.8,3.9885,kepler,Kepler-1716 b
11572193,1.0,10.6761592,0.000151,0.011449,,,14.1,4.594,kepler,Kepler-1428 b
11285870,1.0,4.48494315,0.0001349,0.010746,,,12.4,2.752,kepler,Kepler-1429 b
5556726,0.0,0.962825082,0.0001181,0.009628,,,40.7,2.8464,kepler,
10384298,,3.43861067,4.68e-05,0.006575,,,9.5,1.264,kepler,
3109550,,4.8754765,3.96e-05,0.005681,,,8.8,1.902,kepler,
5544450,,4.29388808,0.00011059999999999999,0.009763,,,17.9,3.618,kepler,
8753657,1.0,4.62334491,6.2e-05,0.007238,,,25.2,3.0189,kepler,Kepler-406 c
5544450,,6.93650854,8.87e-05,0.008773,,,11.3,3.674,kepler,
8975368,0.0,2.42649862,2.9199999999999998e-05,0.005252,,,15.2,2.014,kepler,
7767733,0.0,25.19830439,0.0738342,0.478535,,,1669.4,5.1942,kepler,
5193659,,14.3196417,0.0002155,0.013753,,,12.5,3.781,kepler,
4271474,1.0,21.8634638,0.000871,0.027476,,,9.9,3.542,kepler,Kepler-1469 b
10031885,0.0,8.58969597,0.0002451,0.211637,,,45.9,8.471,kepler,
5130983,0.0,86.4392931,0.0011750999999999999,0.315734,,,20.5,6.534,kepler,
11093538,0.0,14.77820911,0.010774,0.389436,,,123.1,5.395,kepler,
11922778,,65.427645,0.000319,0.016342,,,15.6,9.404,kepler,
9468382,0.0,11.08260553,0.0006012000000000001,0.03062,,,51.3,6.23,kepler,
9285265,1.0,16.5860329,0.0002313,0.013767,,,14.6,7.043,kepler,Kepler-1491 b
9285265,1.0,61.569765,0.0002983,0.016067,,,10.9,9.75,kepler,Kepler-1491 c
10518725,0.0,19.5148412,0.0001027,0.010027,,,13.1,3.096,kepler,
6025124,0.0,26.83771808,0.008512,0.108646,,,101.4,1.6162,kepler,
5780930,1.0,16.7525077,0.00033830000000000004,0.018524,,,18.2,3.174,kepler,Kepler-1492 b
7517261,1.0,23.2385587,0.0001612,0.011845,,,15.5,8.432,kepler,Kepler-1511 b
7517261,,8.5433774,7.51e-05,0.008588,,,10.3,6.149,kepler,
8424002,1.0,20.35971899,0.0003457,0.021227,,,26.8,2.1521,kepler,Kepler-1512 b
10982872,1.0,4.761705895,0.0004971,0.020577,,,138.5,3.3061,kepler,Kepler-142 c
8635938,0.0,43.798566,0.00029039999999999996,0.199499,,,26.1,6.401,kepler,
5471688,0.0,12.4281308,0.0001314,0.010648,,,9.4,6.79,kepler,
6058816,1.0,73.7502765,0.0002331,0.013963,,,33.9,13.309,kepler,Kepler-1927 b
10677186,0.0,100.40132734,0.0537819,0.216421,,,1331.0,9.7436,kepler,
9025914,0.0,11.320287875,0.243413,0.481306,,,1539.9,4.82219,kepler,
9366988,0.0,1.219034103,0.095697,0.291493,,,319.1,2.4494,kepler,
2437149,0.0,18.79862195,0.380204,0.633582,,,551.3,7.4782,kepler,
9715925,0.0,6.30828538,0.113526,0.344431,,,559.2,2.48633,kepler,
9529733,0.0,4.80912667,0.134093,0.347886,,,1033.2,7.9331,kepler,
11442793,1.0,331.5972732,0.0083221,0.083115,,,355.0,14.404,kepler,Kepler-90 h
9715939,0.0,12.893018017,0.0160328,0.406644,,,453.0,3.30029,kepler,
4751083,0.0,4.532416322,0.034953,0.445018,,,175.6,3.2864,kepler,
5903301,,1.160153553,0.0123025,0.400707,,,552.8,2.16452,kepler,
7695087,0.0,4.032760214,0.0108034,0.367551,,,150.9,2.7194,kepler,
6200709,0.0,3.723552982,0.040143,0.193728,,,145.7,3.5632,kepler,
8043052,0.0,2.244600029,0.008611,0.313653,,,42.6,1.9204,kepler,
2854948,0.0,0.97430309,0.034976,0.438332,,,224.0,2.1088,kepler,
7813039,0.0,141.73403059,0.0077364,0.102722,,,157.4,1.5851,kepler,
9405541,0.0,5.55260695,0.0007276,0.209409,,,60.7,4.1178,kepler,
8906045,0.0,2.347479696,0.081996,0.486841,,,261.1,26.25,kepler,
7296094,0.0,0.890745373,0.120034,0.338117,,,239.6,1.9215,kepler,
5437945,1.0,440.7843755,0.002579,0.047554,,,181.0,21.693,kepler,Kepler-460 b
5437945,1.0,220.142913,0.0017964,0.039068,,,121.2,19.528,kepler,Kepler-460 c
11614528,0.0,1.870990236,0.0006426,0.220077,,,37.4,1.8432,kepler,
8848288,0.0,5.56648691,0.0006948999999999999,0.031487,,,103.6,10.931,kepler,
5308419,0.0,1.241483276,0.000141,0.236943,,,32.0,2.195,kepler,
8260198,0.0,0.955297055,0.0008461,0.22654,,,67.3,1.7405,kepler,
10733174,0.0,280.476576,0.0006512,0.032397,,,38.7,32.24,kepler,
8564976,,152.8255989,0.0021735,0.042512,,,98.9,22.688,kepler,
8765560,,47.1096306,0.0007522000000000001,0.260165,,,35.1,5.741,kepler,
6750902,,0.469334634,0.0003404,0.021817,,,49.1,0.8864,kepler,
5895588,0.0,0.849277809,0.0006908,0.21591,,,17.1,3.137,kepler,
5303557,0.0,2.399081606,0.006071600000000001,0.371808,,,89.9,4.384,kepler,
10227863,0.0,5.14072621,0.0001456,0.170568,,,44.5,27.24,kepler,
8036287,1.0,1.44445234,0.0002007,0.012845,,,20.9,0.9753,kepler,Kepler-1537 b
9602562,0.0,3.55653637,0.0002025,0.013938,,,23.1,8.7,kepler,
10668665,0.0,9.60853601,0.0005844,0.253008,,,19.3,3.672,kepler,
7690855,0.0,0.786260569,0.0008771,0.258433,,,246.0,4.556,kepler,
5649837,0.0,0.597934463,0.000515,0.246208,,,72.2,3.1225,kepler,
5036480,0.0,1.061002863,0.00014240000000000002,0.010995,,,15.7,1.962,kepler,
6592832,0.0,0.924821319,0.0001224,0.010312,,,24.3,2.594,kepler,
8524346,0.0,4.4697452,0.0002415,0.019742,,,33.8,5.33,kepler,
3937814,1.0,214.881456,0.0007592,0.024625,,,16.1,9.581,kepler,Kepler-1549 b
3937814,,8.19619768,0.0001974,0.014232,,,9.3,2.109,kepler,
3654095,0.0,1.303576682,0.0002455,0.014449,,,22.1,1.021,kepler,
5513012,1.0,0.679336747,0.0002407,0.014073,,,36.7,1.2188,kepler,Kepler-1310 b
11761199,0.0,213.6103207,0.11099,0.499257,,,534.5,10.7643,kepler,
8074805,0.0,170.8658492,0.0298408,0.168735,,,897.0,16.9895,kepler,
2437505,0.0,21.47642727,0.34813,0.544874,,,124.8,5.5498,kepler,
11253827,1.0,88.5122014,0.0025187,0.045589,,,63.1,6.8214,kepler,Kepler-396 c
11253827,1.0,42.9923284,0.0011201,0.032127,,,34.1,4.726,kepler,Kepler-396 b
4831728,,7.0956395,0.0001081,0.009348,,,10.5,3.465,kepler,
3336765,0.0,1.844857057,8.56e-05,0.008855,,,21.5,1.6557,kepler,
5513893,0.0,0.755103143,4.3799999999999994e-05,0.006402,,,27.3,2.885,kepler,
5980208,1.0,0.789160884,0.0002151,0.013424,,,23.6,0.9268,kepler,Kepler-1331 b
8095441,1.0,11.87457664,0.0002207,0.013737,,,21.4,1.9797,kepler,Kepler-1332 b
5881813,1.0,109.6469948,0.0008997,0.030575,,,26.7,6.568,kepler,Kepler-1333 b
5881813,,11.615625,0.00019119999999999999,0.017915,,,8.8,2.233,kepler,
5436338,1.0,6.30922043,0.0006912,0.023605,,,22.5,1.3251,kepler,Kepler-1880 b
11414465,1.0,2.94194296,0.000278,0.01479,,,18.2,2.056,kepler,Kepler-1363 b
11565924,1.0,13.32191461,0.0001335,0.011586,,,24.3,6.213,kepler,Kepler-1364 b
6607357,1.0,7.69994466,7.09e-05,0.007635,,,17.4,4.432,kepler,Kepler-1365 b
6607357,1.0,4.77466043,5.43e-05,0.006682,,,15.5,3.804,kepler,Kepler-1365 c
6186964,1.0,2.164570593,0.0005251,0.02106,,,19.8,1.2862,kepler,Kepler-1366 b
6467363,,3.67936863,8.59e-05,0.009964,,,18.1,3.47,kepler,
6842807,,16.6146221,0.0003612,0.017048,,,10.6,2.706,kepler,
4381282,0.0,0.497581917,0.0001406,0.011001,,,17.1,1.46,kepler,
9815053,,5.83892993,0.0002374,0.014115,,,15.3,1.1066,kepler,
7609553,1.0,2.279523364,0.0001268,0.010043,,,16.7,1.6202,kepler,Kepler-1387 b
7609553,,8.85686712,0.0003192,0.021548,,,11.9,0.606,kepler,
6974658,,0.716531851,7.890000000000001e-05,0.009893,,,17.9,0.655,kepler,
3438975,0.0,2.976020742,0.0001149,0.010535,,,60.6,3.73,kepler,
8709688,1.0,4.17939037,0.0001728,0.012013,,,16.1,2.647,kepler,Kepler-1893 b
8709688,,2.012094,7.48e-05,0.00782,,,9.1,2.157,kepler,
8241079,,10.9192653,9.109999999999999e-05,0.008821,,,15.0,4.572,kepler,
3348285,0.0,0.803835923,5.2600000000000005e-05,0.006814,,,12.4,1.397,kepler,
11618601,1.0,2.76263737,0.000185,0.012679,,,14.1,1.821,kepler,Kepler-1894 b
11618601,1.0,5.05368985,0.0001715,0.012312,,,11.5,2.514,kepler,Kepler-1894 c
7732285,0.0,4.39049637,0.0001135,0.009952,,,31.1,3.0112,kepler,
8581240,,10.76800074,6.51e-05,0.007669,,,14.2,3.494,kepler,
8581240,,4.32848303,3.55e-05,0.005511,,,11.4,2.955,kepler,
7022573,,2.118893997,0.0003114,0.016174,,,11.3,0.822,kepler,
7676423,1.0,2.46050095,0.0002768,0.014909,,,16.7,1.861,kepler,Kepler-1430 b
9288237,,7.49133777,3.45e-05,0.005396,,,14.4,6.315,kepler,
11714231,1.0,5.8660127,0.000183,0.012764,,,16.8,3.985,kepler,Kepler-1431 b
11720424,1.0,23.9107056,0.000294,0.015991,,,12.9,4.996,kepler,Kepler-1432 b
5307990,0.0,0.98762513,2.86e-05,0.00515,,,14.8,1.127,kepler,
9291039,0.0,8.80854183,0.0001747,0.02037,,,137.3,34.7564,kepler,
9291039,0.0,3.796383639,3.1100000000000004e-05,0.005366,,,24.5,8.6711,kepler,
10489539,0.0,19.7639874,5.13e-05,0.006734,,,13.5,12.319,kepler,
9569711,1.0,6.05919881,0.00015419999999999998,0.011561,,,11.7,1.365,kepler,Kepler-1912 b
10057494,1.0,2.41810158,4.68e-05,0.00629,,,13.4,2.144,kepler,Kepler-1443 b
7902003,,7.13044117,3.1899999999999996e-05,0.005193,,,10.5,2.566,kepler,
11044779,0.0,15.60862948,0.034356,0.435461,,,186.0,6.6957,kepler,
4634135,0.0,63.9005941,0.017097,0.374251,,,110.8,8.2789,kepler,
6955671,,12.6878176,0.000293,0.018899,,,13.5,4.262,kepler,
4736644,1.0,16.2951259,0.0001979,0.012961,,,13.0,3.678,kepler,Kepler-1470 b
5876805,0.0,18.173045009,0.06991130000000001,0.259673,,,1820.5,10.9113,kepler,
5818068,0.0,14.12678065,0.0076473999999999995,0.363648,,,127.1,5.9303,kepler,
12208887,0.0,53.501860974,0.456778,0.676104,,,1363.9,5.25334,kepler,
4164393,0.0,49.612757516,0.13046,0.506988,,,2070.3,7.07603,kepler,
6023859,0.0,27.009807384,0.067898,0.382756,,,541.3,1.96698,kepler,
3433668,1.0,15.0219784,9.690000000000001e-05,0.011751,,,7.4,5.068,kepler,Kepler-1493 b
2849140,,11.8237228,0.0002127,0.014222,,,14.2,8.518,kepler,
7503885,1.0,91.078624,0.0007386000000000001,0.029618,,,20.8,10.304,kepler,Kepler-1494 b
3629330,1.0,85.272459,0.0007677999999999999,0.033383,,,18.9,13.31,kepler,Kepler-1495 b
11519134,0.0,58.5850357,0.075468,0.688798,,,656.5,3.5939,kepler,
6058816,,4.7482669,3.5600000000000005e-05,0.005783,,,12.1,4.947,kepler,
6286161,0.0,14.541781166,0.143645,21.720514,,,768.9,9.1151,kepler,
5385471,0.0,12.4261177,0.0012304,0.040899,,,89.9,28.5357,kepler,
6368175,1.0,21.1876185,7.170000000000001e-05,0.008483,,,8.5,3.69,kepler,Kepler-1703 b
5471158,0.0,12.42560404,0.0004589,0.025794,,,40.8,23.9402,kepler,
4847843,0.0,30.9604688,0.0004609,0.229528,,,27.1,14.992,kepler,
8719419,0.0,12.62530918,0.039413,0.433038,,,32.5,3.163,kepler,
9613070,0.0,2.33211505,0.105949,1.173726,,,997.8,2.96723,kepler,
10845188,0.0,249.36211832,0.0358304,0.437151,,,846.1,8.3559,kepler,
5730394,0.0,5.519188936,0.217073,0.43965,,,2270.6,7.1351,kepler,
